week_end,pruid,prename,prfname,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported,num2weekdelta_dose1,num2weekdelta_dose2,num2weekdelta_dose3,num2weekdelta_dose4,num2weekdelta_dose5+,num2weekdelta_notreported,num4weekdelta_dose1,num4weekdelta_dose2,num4weekdelta_dose3,num4weekdelta_dose4,num4weekdelta_dose5+,num4weekdelta_notreported
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,71324,33364,31500,6460,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),7170,3591,3558,21,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Total,78494,36955,35058,6481,0,0,0,233,278,2881,0,0,0,,,,,,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Moderna Spikevax,42812,22171,20417,224,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),6682,3538,3144,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Total,49494,25709,23561,224,0,0,0,213,265,210,0,0,0,,,,,,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2799417,1700381,401485,114,0,0,697437,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Moderna Spikevax,14335040,4601371,6503733,256500,186,0,2973250,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),41582874,16719080,14651058,556255,2773,0,9653708,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,1,Canada,Canada,Total,58719739,23021978,21557312,812885,2959,0,13324605,71455,152066,141238,230,0,78803,154811,364419,253709,480,0,153312,384210,826014,456227,1116,0,301762
2021-11-06,1,Canada,Canada,Unknown,2408,1146,1036,16,0,0,210,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,27971,27423,547,1,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,277072,95939,177844,3289,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),571985,322010,244901,5074,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,877028,445372,423292,8364,0,0,0,2238,4244,490,0,0,0,5949,9502,1094,0,0,0,17459,23556,2937,0,0,0
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5949,5310,639,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,64861,29256,34693,912,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),193208,99175,92699,1334,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Total,264018,133741,128031,2246,0,0,0,180,685,1060,0,0,0,571,1766,1393,0,0,0,1915,4239,1763,0,0,0
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59897,59035,862,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,448950,151918,294808,2224,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1076539,601159,472486,2894,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Total,1585886,812330,768438,5118,0,0,0,2516,5270,2179,0,0,0,6535,12749,4123,0,0,0,19651,29271,5118,0,0,0
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Unknown,500,218,282,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50915,44339,6576,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,332431,124574,202413,5444,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),893438,474319,394124,24995,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Total,1278482,644160,603867,30455,,,0,1657,5984,10633,,,0,4617,15329,19675,,,0,13438,30955,26266,,,0
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Unknown,1698,928,754,16,,,0,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697437,,,,,,697437,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Moderna Spikevax,2973250,,,,,,2973250,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),9653708,,,,,,9653708,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,24,Quebec,Québec,Total,13324605,,,,,,13324605,,,,,,78803,,,,,,153312,,,,,,301762
2021-11-06,24,Quebec,Québec,Unknown,210,,,,,,210,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088367,864800,223564,3,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Moderna Spikevax,5694396,2066145,3563065,65186,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),15784302,8471752,7186244,126306,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,35,Ontario,Ontario,Total,22567065,11402697,10972873,191495,0,0,0,27630,60030,36409,0,0,0,61635,138281,56129,0,0,0,152148,325364,85252,0,0,0
2021-11-06,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,86071,82965,3105,1,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Moderna Spikevax,566187,374879,186938,4369,1,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1430744,797215,603204,30316,9,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Total,2083002,1255059,793247,34686,10,0,0,9628,123,8183,3,0,0,13653,6810,14247,4,0,0,24743,23816,27640,6,0,0
2021-11-06,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,91388,74497,16891,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Moderna Spikevax,383616,167596,200895,14940,185,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),1281225,630338,588941,59182,2764,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Total,1756229,872431,806727,74122,2949,0,0,4699,12439,6886,227,0,0,10337,26889,18683,476,0,0,25826,52070,30659,1110,0,0
2021-11-06,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,303200,263771,39403,26,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Moderna Spikevax,1296615,614184,649078,33353,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),4990357,2378582,2362745,249030,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,48,Alberta,Alberta,Total,6590172,3256537,3051226,282409,0,0,0,11967,33778,20227,0,0,0,27717,83577,46502,0,0,0,72969,186373,114627,0,0,0
2021-11-06,48,Alberta,Alberta,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,388222,278241,109898,83,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Moderna Spikevax,2113971,888817,1110524,114630,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),5688732,2934950,2696690,57092,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Total,8190925,4102008,3917112,171805,0,0,0,10417,28903,50158,0,0,0,22683,68262,83731,0,0,0,53308,147658,151083,0,0,0
2021-11-06,59,British Columbia,Colombie-Britannique,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Moderna Spikevax,65698,32243,31162,2293,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),4533,2341,2192,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,60,Yukon,Yukon,Total,70231,34584,33354,2293,0,0,0,128,84,1826,0,0,0,273,185,1854,0,0,0,605,499,1977,0,0,0
2021-11-06,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,74636,33553,31768,9315,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),7292,3639,3621,32,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Total,81928,37192,35389,9347,0,0,0,237,331,2866,0,0,0,470,609,5747,0,0,0,1057,1195,8360,0,0,0
2021-11-06,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Moderna Spikevax,43357,22267,20545,545,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),6811,3600,3211,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-06,62,Nunavut,Nunavut,Total,50168,25867,23756,545,0,0,0,158,195,321,0,0,0,371,460,531,0,0,0,1091,1018,545,0,0,0
2021-11-06,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2799540,1700431,401544,123,0,0,697442,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Janssen Jcovden,135,134,1,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Moderna Spikevax,14439822,4609534,6528802,313709,193,0,2987584,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),41966248,16769424,14762894,714222,2901,0,9716807,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Total,59207983,23080606,21694173,1028070,3094,0,13402040,58628,136861,215185,135,0,77435,,,,,,,,,,,,
2021-11-13,1,Canada,Canada,Unknown,2238,1083,932,16,0,0,207,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,28002,27449,552,1,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,280339,96738,180042,3559,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),576746,323151,247266,6329,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,885087,447338,427860,9889,0,0,0,1966,4568,1525,0,0,0,,,,,,,,,,,,
2021-11-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5953,5311,642,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,65488,29303,34962,1223,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),195727,99521,93706,2500,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Total,267168,134135,129310,3723,0,0,0,394,1279,1477,0,0,0,,,,,,,,,,,,
2021-11-13,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59903,59041,862,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,451447,152186,295491,3770,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1083556,602870,476773,3913,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Total,1595230,814250,773297,7683,0,0,0,1920,4859,2565,0,0,0,,,,,,,,,,,,
2021-11-13,12,Nova Scotia,Nouvelle-Écosse,Unknown,324,153,171,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50916,44339,6577,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,22,22,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,335133,124756,202997,7380,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),905227,475522,398524,31181,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Total,1293004,645569,608858,38577,,,0,1409,4991,8122,,,0,,,,,,,,,,,,
2021-11-13,13,New Brunswick,Nouveau-Brunswick,Unknown,1706,930,760,16,,,0,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697442,,,,,,697442,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Moderna Spikevax,2987584,,,,,,2987584,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),9716807,,,,,,9716807,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Total,13402040,,,,,,13402040,,,,,,77435,,,,,,,,,,,,
2021-11-13,24,Quebec,Québec,Unknown,207,,,,,,207,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088377,864797,223577,3,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Moderna Spikevax,5713465,2068188,3569312,75965,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),15935998,8495850,7235693,204455,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-13,35,Ontario,Ontario,Total,22737840,11428835,11028582,280423,0,0,0,26138,55709,88928,0,0,0,,,,,,,,,,,,
